,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
sample_211,2.29544658,1.37345679,2.29544658,1.37345679,0.252005312,268.529,228.209,268.3130013,116,-0.053305973,-0.065382383,0.065382383,0.053305973,0.263157895,0.421052632,0.578947368,1,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7.6579,89.837
sample_212,11.42955362,-0.001718424,11.42955362,0.001718424,0.17870564,340.592,296.24,340.3341306,144,0.305277514,-0.465675192,0.465675192,0.305277514,0.541666667,0.916666667,1.333333333,0.954545455,24,0,2,0,0,0,0,0,0,2,0,2,19,0,0,0,0,7.5912,105.413
sample_213,10.04398148,0.064814815,10.04398148,0.064814815,0.435430016,84.118,76.054,84.05751488,34,0.15441298,-0.29490791,0.29490791,0.15441298,1.5,1.666666667,1.666666667,0.4,6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.1515,25.495
sample_214,5.227623457,-0.171296296,5.227623457,0.171296296,0.45695844,112.987,106.939,111.9846556,32,0.107126299,-0.105408162,0.107126299,0.105408162,1.6,1.8,1.8,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2.2001,25.785
sample_215,5.21720679,0.684027778,5.21720679,0.684027778,0.47909543,112.987,106.939,111.9846556,32,0.023429491,-0.126671743,0.126671743,0.023429491,1,1.4,1.4,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1.8541,26.057
sample_216,7.90625,0.09375,7.90625,0.09375,0.459049307,76.095,68.031,76.0524295,32,0.045238237,-0.396286473,0.396286473,0.045238237,1,1.4,1.4,1,5,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-0.6389,18.7886
sample_217,7.893518519,0.189814815,7.893518519,0.189814815,0.418494417,69.107,62.051,69.05784922,28,0.064945717,-0.198057275,0.198057275,0.064945717,1.6,1.8,1.8,0.75,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.16598,20.451
sample_218,5.321651235,0.742777778,5.321651235,0.742777778,0.40247002,127.014,118.95,126.0003056,38,0.022337405,-0.126716226,0.126716226,0.022337405,0.833333333,1.166666667,1.333333333,1,6,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2.2442,30.674
sample_219,3.373263889,0.696759259,3.373263889,0.696759259,0.485589231,137.02,127.948,135.9887624,32,0.011445026,-0.089380671,0.089380671,0.011445026,1.8,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1798,28.68
sample_220,5.462191358,0.356481481,5.462191358,0.356481481,0.434375602,92.569,83.497,92.03927797,32,0.030476536,-0.12332142,0.12332142,0.030476536,1.8,2,2,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0237,25.606
